year-month-day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2011-7-13,6,102,22,23,1006,SE,28.17,0,0
2011-7-13,7,99,21,24,1006,SE,31.3,0,0
2011-7-13,8,97,22,24,1006,SE,33.09,0,0
2011-7-13,9,92,22,26,1006,SE,34.88,0,0
2011-7-13,10,91,22,27,1006,SE,38.01,0,0
2011-7-13,11,95,22,29,1006,cv,1.79,0,0
2011-7-13,12,95,22,29,1006,SE,3.13,0,0
2011-7-13,13,102,21,29,1005,cv,0.89,0,0
2011-7-13,14,103,21,31,1005,SE,1.79,0,0
2011-7-13,15,101,21,32,1004,SE,4.92,0,0
2011-7-13,16,89,22,32,1004,SE,8.05,0,0
2011-7-13,17,87,22,32,1004,SE,11.18,0,0
2011-7-13,18,84,21,31,1003,SE,14.31,0,0
2011-7-13,19,91,22,29,1004,SE,17.44,0,0
2011-7-13,20,91,22,28,1004,SE,19.23,0,0
2011-7-13,21,97,23,28,1005,SE,22.36,0,0
2011-7-13,22,93,23,27,1005,SE,26.38,0,0
2011-7-13,23,81,23,26,1005,SE,29.51,0,0
2011-7-14,0,80,22,25,1005,SE,32.64,0,0
2011-7-14,1,77,22,25,1005,SE,34.43,0,0
2011-7-14,2,80,21,24,1005,cv,0.89,0,0
2011-7-14,3,82,21,24,1005,cv,1.78,0,0
2011-7-14,4,85,21,23,1005,NE,0.89,0,0
2011-7-14,5,78,21,24,1006,SE,1.79,0,0
2011-7-14,6,90,21,24,1006,cv,0.89,0,0
2011-7-14,7,86,22,25,1006,SE,1.79,0,0
2011-7-14,8,94,22,26,1006,SE,3.58,0,0
2011-7-14,9,95,23,26,1006,SE,5.37,0,0
2011-7-14,10,125,23,27,1007,SE,7.16,0,0
2011-7-14,11,131,23,28,1007,cv,0.89,0,0
2011-7-14,12,135,23,30,1006,NE,1.79,0,0
2011-7-14,13,144,24,30,1005,cv,0.89,0,0
2011-7-14,14,144,23,30,1005,NW,1.79,0,0
2011-7-14,15,133,23,31,1004,cv,1.79,0,0
2011-7-14,16,132,22,32,1003,SE,3.13,0,0
2011-7-14,17,137,22,32,1003,cv,1.79,0,0
2011-7-14,18,141,23,29,1004,NE,3.13,0,0
2011-7-14,19,133,23,28,1004,SE,1.79,0,1
2011-7-14,20,94,22,27,1005,SE,3.58,0,0
2011-7-14,21,83,19,27,1006,SE,6.71,0,0
2011-7-14,22,71,20,23,1007,SE,13.86,0,0
2011-7-14,23,62,20,22,1008,SE,16.99,0,1
2011-7-15,0,44,20,21,1007,SE,18.78,0,2
2011-7-15,1,39,20,22,1008,SE,20.57,0,3
2011-7-15,2,42,19,21,1006,cv,1.79,0,4
2011-7-15,3,58,19,21,1007,NW,4.02,0,5
2011-7-15,4,59,21,22,1007,NW,8.04,0,0
2011-7-15,5,57,20,22,1007,NW,11.17,0,0
2011-7-15,6,59,20,22,1007,SE,1.79,0,0
2011-7-15,7,52,21,22,1007,SE,3.58,0,0
2011-7-15,8,64,21,23,1007,cv,0.89,0,0
2011-7-15,9,70,22,24,1007,NE,1.79,0,0
2011-7-15,10,66,21,26,1007,cv,0.89,0,0
2011-7-15,11,66,21,27,1007,cv,1.78,0,0
2011-7-15,12,70,21,28,1006,SE,1.79,0,0
2011-7-15,13,83,22,29,1006,SE,3.58,0,0
2011-7-15,14,103,22,29,1005,SE,8.5,0,0
2011-7-15,15,109,22,29,1005,SE,11.63,0,0
2011-7-15,16,91,22,29,1005,SE,15.65,0,0
2011-7-15,17,90,22,28,1005,SE,18.78,0,0
2011-7-15,18,88,21,28,1004,SE,21.91,0,0
2011-7-15,19,97,21,27,1004,SE,25.93,0,1
2011-7-15,20,107,21,26,1004,SE,27.72,0,0
2011-7-15,21,94,21,26,1004,SE,30.85,0,0
2011-7-15,22,74,21,26,1006,SE,32.64,0,0
2011-7-15,23,100,20,25,1006,SE,34.43,0,0
2011-7-16,0,72,19,26,1005,SE,37.56,0,0
2011-7-16,1,78,19,25,1006,SE,39.35,0,0
2011-7-16,2,80,20,23,1005,SE,41.14,0,0
2011-7-16,3,77,20,23,1005,SE,44.27,0,0
2011-7-16,4,86,20,23,1005,SE,47.4,0,0
2011-7-16,5,108,20,22,1005,SE,49.19,0,0
2011-7-16,6,90,20,22,1005,cv,0.89,0,0
2011-7-16,7,73,21,24,1006,cv,1.78,0,0
2011-7-16,8,71,20,25,1006,cv,2.67,0,0
2011-7-16,9,54,20,27,1006,cv,4.46,0,0
2011-7-16,10,52,18,28,1006,cv,5.35,0,0
2011-7-16,11,55,19,29,1006,cv,6.24,0,0
2011-7-16,12,69,19,29,1005,cv,9.37,0,0
2011-7-16,13,70,19,30,1004,SE,3.13,0,0
2011-7-16,14,87,21,30,1003,SE,6.26,0,0
2011-7-16,15,75,19,32,1003,SE,9.39,0,0
2011-7-16,16,84,21,31,1003,SE,12.52,0,0
2011-7-16,17,91,21,30,1003,SE,16.54,0,0
2011-7-16,18,90,21,30,1002,SE,19.67,0,0
2011-7-16,19,92,21,29,1002,SE,22.8,0,0
2011-7-16,20,96,21,28,1003,SE,24.59,0,0
2011-7-16,21,84,19,25,1004,NW,8.94,0,0
2011-7-16,22,37,20,24,1005,SE,7.15,0,1
2011-7-16,23,47,20,22,1004,SE,8.04,0,2
2011-7-17,0,48,20,21,1004,NW,3.13,0,3
2011-7-17,1,63,21,22,1004,SE,1.79,0,0
2011-7-17,2,67,21,22,1004,cv,0.89,0,0
2011-7-17,3,69,21,22,1004,NW,1.79,0,0
2011-7-17,4,71,21,22,1004,SE,0.89,0,0
2011-7-17,5,80,21,22,1004,cv,0.45,0,0
2011-7-17,6,82,21,22,1005,NW,1.79,0,0
2011-7-17,7,93,21,23,1005,NW,3.58,0,0
2011-7-17,8,97,21,24,1005,NW,5.37,0,0
2011-7-17,9,121,21,24,1006,cv,0.89,0,0
2011-7-17,10,137,22,26,1006,SE,1.79,0,0
2011-7-17,11,147,22,27,1005,cv,0.89,0,0
2011-7-17,12,166,22,27,1005,cv,2.68,0,0
2011-7-17,13,181,22,28,1004,cv,3.57,0,0
2011-7-17,14,186,23,27,1004,SE,1.79,0,0
2011-7-17,15,200,23,27,1003,SE,3.58,0,0
2011-7-17,16,75,20,23,1003,SE,9.39,0,1
2011-7-17,17,77,21,24,1003,SE,12.52,0,2
2011-7-17,18,87,20,24,1004,SE,14.31,0,0
2011-7-17,19,61,20,24,1004,SE,16.1,0,0
2011-7-17,20,75,20,24,1005,SE,19.23,0,0
2011-7-17,21,87,21,24,1005,cv,0.89,0,0
2011-7-17,22,93,21,23,1006,SE,1.79,0,0
2011-7-17,23,88,20,23,1006,NE,1.79,0,1
2011-7-18,0,117,19,22,1005,NW,1.79,0,0
2011-7-18,1,77,20,22,1005,NW,3.58,0,0
2011-7-18,2,61,20,22,1005,NW,4.47,0,0
2011-7-18,3,58,20,22,1005,NW,6.26,0,0
2011-7-18,4,54,20,22,1005,NW,8.05,0,0
2011-7-18,5,69,20,21,1006,NW,9.84,0,0
2011-7-18,6,62,20,22,1006,NW,11.63,0,0
2011-7-18,7,64,20,22,1006,NW,14.76,0,0
2011-7-18,8,74,20,23,1006,NW,16.55,0,0
2011-7-18,9,74,20,23,1006,cv,0.89,0,0
2011-7-18,10,69,21,25,1006,NW,1.79,0,0
2011-7-18,11,76,21,26,1006,cv,0.89,0,0
2011-7-18,12,101,22,27,1005,cv,2.68,0,0
2011-7-18,13,119,22,28,1005,SE,1.79,0,0
2011-7-18,14,127,21,29,1004,cv,0.89,0,0
2011-7-18,15,128,21,29,1004,cv,1.78,0,0
2011-7-18,16,128,20,29,1003,cv,2.67,0,0
2011-7-18,17,144,21,28,1003,NW,1.79,0,0
2011-7-18,18,142,21,28,1003,NW,5.81,0,0
2011-7-18,19,134,21,27,1003,NW,8.94,0,0
2011-7-18,20,149,20,27,1003,NW,12.96,0,0
2011-7-18,21,151,21,25,1003,cv,0.89,0,0
2011-7-18,22,160,22,25,1003,cv,1.34,0,0
2011-7-18,23,157,22,24,1004,cv,1.79,0,0
2011-7-19,0,165,22,26,1004,NW,3.13,0,0
2011-7-19,1,181,21,25,1003,NW,7.15,0,0
2011-7-19,2,174,21,24,1003,NW,8.04,0,0
2011-7-19,3,140,21,24,1002,NE,1.79,0,0
2011-7-19,4,126,21,24,1002,NW,0.89,0,0
2011-7-19,5,121,21,23,1003,NW,2.68,0,0
2011-7-19,6,130,22,23,1003,NW,4.47,0,0
2011-7-19,7,131,22,25,1003,cv,0.89,0,0
2011-7-19,8,140,23,26,1003,NW,1.79,0,0
2011-7-19,9,150,22,26,1003,NW,4.92,0,0
2011-7-19,10,117,22,27,1003,NE,4.02,0,0
2011-7-19,11,105,21,28,1003,NW,3.13,0,0
2011-7-19,12,66,21,28,1003,NW,4.92,0,0
2011-7-19,13,62,22,29,1002,NW,8.05,0,0
2011-7-19,14,68,22,29,1002,cv,0.89,0,0
2011-7-19,15,75,22,28,1001,SE,3.13,0,0
2011-7-19,16,73,22,28,1001,SE,4.92,0,0
2011-7-19,17,72,21,29,1001,SE,6.71,0,0
2011-7-19,18,65,22,27,1001,SE,8.5,0,0
2011-7-19,19,79,22,27,1001,SE,11.63,0,0
2011-7-19,20,83,22,25,1001,SE,15.65,0,1
2011-7-19,21,50,21,24,1002,SE,17.44,0,0
2011-7-19,22,44,22,24,1002,cv,0.89,0,0
2011-7-19,23,45,22,24,1002,cv,1.78,0,0
2011-7-20,0,51,21,23,1002,cv,2.67,0,0
2011-7-20,1,57,22,23,1002,SE,3.13,0,1
2011-7-20,2,53,22,23,1002,SE,4.02,0,2
2011-7-20,3,27,22,22,1002,SE,7.15,0,3
2011-7-20,4,21,21,21,1002,SE,10.28,0,5
2011-7-20,5,28,21,21,1002,cv,0.89,0,6
2011-7-20,6,16,21,21,1003,cv,1.78,0,7
2011-7-20,7,10,21,22,1003,NW,1.79,0,8
2011-7-20,8,13,22,22,1003,NW,4.92,0,9
2011-7-20,9,14,22,23,1003,NW,8.05,0,0
2011-7-20,10,11,22,23,1003,NW,11.18,0,0
2011-7-20,11,26,22,24,1003,NW,15.2,0,0
2011-7-20,12,24,22,25,1003,cv,0.89,0,0
2011-7-20,13,21,22,25,1003,SE,4.02,0,0
2011-7-20,14,14,23,24,1002,SE,7.15,0,0
2011-7-20,15,47,23,25,1002,SE,10.28,0,0
2011-7-20,16,58,23,26,1002,SE,13.41,0,0
2011-7-20,17,61,22,26,1002,SE,16.54,0,0
2011-7-20,18,65,22,26,1002,SE,19.67,0,0
2011-7-20,19,56,22,25,1003,SE,21.46,0,0
2011-7-20,20,63,22,23,1003,NE,0.89,0,0
2011-7-20,21,80,22,23,1003,SE,0.89,0,0
2011-7-20,22,84,22,23,1003,NE,1.79,0,0
2011-7-20,23,116,22,23,1003,cv,0.89,0,1
2011-7-21,0,100,22,23,1003,SE,0.89,0,0
2011-7-21,1,107,22,23,1003,NW,0.89,0,0
2011-7-21,2,86,22,23,1003,SE,1.79,0,0
2011-7-21,3,87,22,23,1003,cv,0.89,0,0
2011-7-21,4,89,22,23,1003,NE,0.89,0,0
2011-7-21,5,83,22,23,1003,cv,0.89,0,0
2011-7-21,6,77,23,23,1003,cv,1.78,0,0
2011-7-21,7,65,23,24,1003,NE,1.79,0,0
2011-7-21,8,83,23,24,1003,SE,1.79,0,0
2011-7-21,9,103,23,24,1003,SE,3.58,0,1
2011-7-21,10,90,22,25,1004,SE,5.37,0,2
2011-7-21,11,92,23,25,1004,cv,0.89,0,3
2011-7-21,12,95,23,27,1003,cv,1.78,0,0
2011-7-21,13,111,24,29,1003,cv,3.57,0,0
2011-7-21,14,112,23,28,1002,SE,4.02,0,0
2011-7-21,15,87,23,28,1002,SE,8.04,0,0
2011-7-21,16,88,23,28,1002,SE,13.85,0,0
2011-7-21,17,88,24,28,1001,SE,17.87,0,0
2011-7-21,18,86,23,27,1001,SE,21.89,0,0
2011-7-21,19,78,24,26,1002,SE,25.02,0,0
2011-7-21,20,75,23,25,1002,SE,28.15,0,0
2011-7-21,21,91,23,25,1003,SE,31.28,0,0
2011-7-21,22,91,23,25,1003,SE,33.07,0,0
2011-7-21,23,106,23,25,1003,SE,34.86,0,0
2011-7-22,0,94,23,25,1004,SE,36.65,0,1
2011-7-22,1,118,23,24,1003,SE,39.78,0,0
2011-7-22,2,129,23,24,1003,SE,42.91,0,1
2011-7-22,3,116,23,24,1003,SE,46.04,0,0
2011-7-22,4,119,22,23,1003,SE,49.17,0,0
2011-7-22,5,118,22,23,1003,SE,52.3,0,0
2011-7-22,6,65,22,23,1004,SE,54.09,0,0
2011-7-22,7,59,23,23,1004,SE,55.88,0,0
2011-7-22,8,74,23,24,1004,SE,57.67,0,0
2011-7-22,9,111,23,24,1004,SE,59.46,0,0
2011-7-22,10,146,23,25,1004,SE,61.25,0,0
2011-7-22,11,155,24,26,1004,SE,63.04,0,0
2011-7-22,12,161,24,27,1003,SE,64.83,0,0
2011-7-22,13,170,24,28,1003,cv,0.89,0,0
2011-7-22,14,189,25,28,1002,SE,1.79,0,0
2011-7-22,15,196,25,29,1002,SE,3.58,0,0
2011-7-22,16,203,25,28,1001,SE,6.71,0,0
2011-7-22,17,211,25,28,1001,SE,9.84,0,0
2011-7-22,18,230,25,28,1001,SE,11.63,0,0
2011-7-22,19,256,25,27,1002,SE,13.42,0,0
2011-7-22,20,271,25,27,1002,cv,0.89,0,0
2011-7-22,21,291,25,27,1003,SE,1.79,0,0
2011-7-22,22,271,25,27,1003,SE,3.58,0,0
2011-7-22,23,273,25,26,1003,SE,5.37,0,0
2011-7-23,0,261,25,26,1003,NE,0.89,0,0
2011-7-23,1,296,25,26,1002,cv,0.89,0,0
2011-7-23,2,321,25,26,1002,cv,1.78,0,0
2011-7-23,3,290,25,26,1002,cv,2.67,0,0
2011-7-23,4,288,25,26,1002,NE,0.89,0,0
2011-7-23,5,293,25,26,1003,cv,0.89,0,0
2011-7-23,6,307,25,26,1003,cv,1.78,0,0
2011-7-23,7,335,25,26,1003,cv,2.67,0,0
2011-7-23,8,330,25,26,1004,SE,1.79,0,0
2011-7-23,9,334,26,27,1003,cv,0.89,0,0
2011-7-23,10,334,26,28,1003,SE,1.79,0,0
2011-7-23,11,336,26,29,1003,cv,0.89,0,0
2011-7-23,12,302,26,30,1003,SE,1.79,0,0
2011-7-23,13,308,26,30,1003,cv,0.89,0,0
2011-7-23,14,299,27,31,1002,SE,1.79,0,0
2011-7-23,15,293,27,32,1002,SE,3.58,0,0
2011-7-23,16,269,27,33,1001,SE,5.37,0,0
2011-7-23,17,206,28,32,1001,cv,0.89,0,0
2011-7-23,18,223,28,31,1001,SE,1.79,0,0
2011-7-23,19,235,28,31,1001,SE,3.58,0,0
2011-7-23,20,244,28,30,1002,SE,5.37,0,0
2011-7-23,21,237,27,29,1002,SE,7.16,0,0
2011-7-23,22,277,27,29,1003,SE,8.05,0,0
2011-7-23,23,300,27,29,1003,SE,9.84,0,0
2011-7-24,0,361,27,28,1002,SE,12.97,0,0
2011-7-24,1,325,27,28,1002,SE,16.1,0,0
2011-7-24,2,330,26,27,1002,SE,19.23,0,0
2011-7-24,3,354,26,27,1002,SE,21.02,0,0
2011-7-24,4,321,26,27,1002,SE,22.81,0,0
2011-7-24,5,383,26,27,1003,cv,0.89,0,0
2011-7-24,6,355,26,27,1003,SE,3.13,0,0
2011-7-24,7,354,26,27,1003,cv,0.89,0,0
2011-7-24,8,375,26,28,1003,SE,3.13,0,0
2011-7-24,9,390,26,28,1003,SE,6.26,0,0
2011-7-24,10,376,27,30,1003,SE,9.39,0,0
2011-7-24,11,356,27,31,1003,cv,0.89,0,0
2011-7-24,12,375,27,31,1002,SE,1.79,0,0
2011-7-24,13,337,28,32,1002,SE,4.92,0,0
2011-7-24,14,310,28,32,1000,SE,8.05,0,0
2011-7-24,15,127,24,30,1001,NW,8.05,0,1
2011-7-24,16,38,24,27,1000,NW,11.18,0,0
2011-7-24,17,62,25,28,1000,NW,15.2,0,0
2011-7-24,18,49,24,25,1000,NW,21.01,0,3
2011-7-24,19,59,24,25,1000,NW,24.14,0,5
2011-7-24,20,53,24,24,1000,NE,3.13,0,7
2011-7-24,21,51,23,24,1001,NE,4.92,0,9
2011-7-24,22,23,24,24,1001,NW,3.13,0,10
2011-7-24,23,19,24,24,1000,NW,4.92,0,11
2011-7-25,0,20,23,24,1000,cv,0.89,0,12
2011-7-25,1,32,24,24,1000,cv,1.78,0,0
2011-7-25,2,31,24,24,999,cv,2.67,0,1
2011-7-25,3,40,23,24,999,cv,3.56,0,2
2011-7-25,4,41,23,24,999,SE,1.79,0,3
2011-7-25,5,38,23,24,999,cv,0.89,0,0
2011-7-25,6,31,23,24,999,SE,0.89,0,0
2011-7-25,7,38,23,24,1000,cv,0.89,0,0
2011-7-25,8,57,24,24,1000,cv,1.78,0,0
2011-7-25,9,58,24,25,999,cv,2.67,0,0
2011-7-25,10,64,24,25,999,cv,3.56,0,1
2011-7-25,11,56,24,25,999,NE,1.79,0,0
2011-7-25,12,48,24,25,999,SE,1.79,0,1
2011-7-25,13,41,24,25,999,NW,3.13,0,2
2011-7-25,14,27,24,27,999,NW,6.26,0,0
2011-7-25,15,34,24,28,998,NE,1.79,0,0
2011-7-25,16,29,25,29,998,NE,3.58,0,0
2011-7-25,17,34,25,30,998,NE,5.37,0,0
2011-7-25,18,40,25,29,998,SE,1.79,0,0
2011-7-25,19,40,25,28,998,SE,3.58,0,0
2011-7-25,20,63,25,26,999,SE,4.47,0,0
2011-7-25,21,111,24,25,999,cv,0.89,0,0
2011-7-25,22,118,24,25,999,NE,0.89,0,0
2011-7-25,23,84,24,25,999,NE,1.78,0,0
2011-7-26,0,85,24,24,1000,cv,0.89,0,0
2011-7-26,1,100,23,23,1000,NE,1.79,0,0
2011-7-26,2,102,24,24,1000,NW,0.89,0,0
2011-7-26,3,80,24,24,999,cv,0.89,0,0
2011-7-26,4,73,22,23,1000,NW,0.89,0,0
2011-7-26,5,47,22,22,1000,NW,2.68,0,0
2011-7-26,6,38,23,23,1000,NW,4.47,0,0
2011-7-26,7,39,24,25,1001,cv,0.45,0,0
2011-7-26,8,25,23,26,1001,NW,3.13,0,0
2011-7-26,9,24,23,28,1001,NE,1.79,0,0
2011-7-26,10,22,22,29,1001,NW,3.13,0,0
2011-7-26,11,24,20,30,1001,NE,1.79,0,0
2011-7-26,12,23,20,32,1000,cv,0.89,0,0
2011-7-26,13,30,21,32,1000,NE,1.79,0,0
2011-7-26,14,36,22,33,999,SE,1.79,0,0
2011-7-26,15,45,22,33,999,SE,4.92,0,0
2011-7-26,16,42,22,33,998,SE,8.94,0,0
2011-7-26,17,33,23,33,998,SE,12.07,0,0
2011-7-26,18,35,23,32,998,SE,16.09,0,0
2011-7-26,19,55,24,30,998,SE,19.22,0,0
2011-7-26,20,60,24,29,999,SE,21.01,0,0
2011-7-26,21,60,25,28,1000,SE,22.8,0,0
2011-7-26,22,56,24,28,999,SE,25.93,0,0
2011-7-26,23,70,23,27,1001,SE,33.98,0,1
2011-7-27,0,32,23,24,1002,NE,3.13,0,2
2011-7-27,1,37,23,23,1002,SE,3.13,0,3
2011-7-27,2,39,23,23,1001,NE,1.79,0,0
2011-7-27,3,61,22,23,1001,NE,3.58,0,1
2011-7-27,4,53,22,23,1001,NW,1.79,0,0
2011-7-27,5,48,22,23,1001,NW,5.81,0,0
2011-7-27,6,40,22,23,1001,NW,7.6,0,0
2011-7-27,7,37,22,23,1002,cv,0.89,0,0
2011-7-27,8,42,23,25,1003,cv,1.78,0,0
2011-7-27,9,51,23,27,1003,cv,2.67,0,0
2011-7-27,10,68,24,27,1003,SE,1.79,0,0
2011-7-27,11,77,24,28,1002,SE,3.58,0,0
2011-7-27,12,88,24,28,1002,SE,6.71,0,0
2011-7-27,13,72,24,29,1002,SE,9.84,0,0
2011-7-27,14,65,25,29,1002,SE,13.86,0,0
2011-7-27,15,67,24,29,1002,SE,17.88,0,0
2011-7-27,16,55,24,29,1002,SE,21.01,0,0
2011-7-27,17,62,24,29,1002,SE,24.14,0,0
2011-7-27,18,73,23,29,1002,SE,28.16,0,0
2011-7-27,19,84,23,28,1002,SE,31.29,0,0
2011-7-27,20,90,24,27,1002,SE,32.18,0,0
2011-7-27,21,102,24,27,1003,SE,33.07,0,0
2011-7-27,22,93,24,27,1004,SE,33.96,0,0
2011-7-27,23,99,25,27,1004,SE,34.85,0,0
2011-7-28,0,116,24,27,1004,SE,37.98,0,0
2011-7-28,1,151,23,26,1004,SE,39.77,0,0
2011-7-28,2,171,24,26,1004,SE,42.9,0,0
2011-7-28,3,179,24,25,1004,SE,44.69,0,0
2011-7-28,4,183,24,25,1004,SE,46.48,0,0
2011-7-28,5,190,24,25,1004,SE,48.27,0,0
2011-7-28,6,202,24,25,1004,SE,50.06,0,0
2011-7-28,7,209,24,25,1005,SE,53.19,0,0
2011-7-28,8,226,24,26,1005,SE,54.98,0,0
2011-7-28,9,220,25,27,1005,cv,0.89,0,0
2011-7-28,10,218,25,28,1006,SE,3.13,0,0
2011-7-28,11,201,25,28,1006,SE,4.92,0,0
2011-7-28,12,201,26,30,1006,cv,1.79,0,0
2011-7-28,13,213,25,31,1005,cv,3.58,0,0
2011-7-28,14,210,26,31,1005,SE,1.79,0,0
2011-7-28,15,233,26,31,1004,SE,5.81,0,0
2011-7-28,16,215,26,31,1005,SE,8.94,0,0
2011-7-28,17,184,27,30,1004,SE,12.07,0,0
2011-7-28,18,186,27,30,1004,SE,13.86,0,0
2011-7-28,19,187,27,30,1005,SE,15.65,0,0
2011-7-28,20,209,27,29,1005,SE,17.44,0,0
2011-7-28,21,238,27,28,1006,SE,19.23,0,0
2011-7-28,22,259,27,28,1006,SE,21.02,0,0
2011-7-28,23,269,27,27,1007,cv,0.89,0,0
2011-7-29,0,286,26,27,1006,SE,1.79,0,0
2011-7-29,1,311,26,27,1006,SE,4.92,0,0
2011-7-29,2,306,26,27,1006,cv,0.89,0,0
2011-7-29,3,307,25,26,1006,SE,1.79,0,0
2011-7-29,4,313,25,26,1006,cv,0.89,0,0
2011-7-29,5,300,25,26,1006,SE,1.79,0,0
2011-7-29,6,284,25,26,1006,NE,0.89,0,0
2011-7-29,7,273,25,26,1005,SE,1.79,0,0
2011-7-29,8,264,26,26,1006,SE,3.58,0,0
2011-7-29,9,88,22,23,1007,NW,7.15,0,1
2011-7-29,10,50,22,23,1008,NW,11.17,0,2
2011-7-29,11,49,22,24,1007,NE,4.02,0,3
2011-7-29,12,42,23,24,1007,NW,3.13,0,4
2011-7-29,13,43,23,25,1007,NW,4.92,0,5
2011-7-29,14,32,22,25,1007,NW,12.07,0,6
2011-7-29,15,54,23,24,1006,NE,4.02,0,7
2011-7-29,16,66,23,25,1005,NW,3.13,0,8
2011-7-29,17,50,23,25,1004,NW,6.26,0,9
2011-7-29,18,38,23,25,1005,NW,9.39,0,10
2011-7-29,19,43,23,25,1005,NW,13.41,0,11
2011-7-29,20,56,23,24,1006,NW,18.33,0,12
2011-7-29,21,49,22,23,1006,NW,24.14,0,13
2011-7-29,22,37,22,23,1005,NW,27.27,0,14
2011-7-29,23,41,22,23,1005,NW,30.4,0,15
2011-7-30,0,39,22,22,1006,SE,1.79,0,16
2011-7-30,1,36,21,21,1004,NE,1.79,0,17
2011-7-30,2,41,21,21,1004,NE,4.92,0,18
2011-7-30,3,35,21,21,1003,NE,6.71,0,19
2011-7-30,4,40,21,21,1003,NW,4.02,0,20
2011-7-30,5,36,21,21,1003,NW,7.15,0,21
2011-7-30,6,39,20,21,1002,NE,4.02,0,22
2011-7-30,7,32,21,22,1003,NW,4.02,0,23
2011-7-30,8,27,21,23,1002,NW,8.04,0,0
2011-7-30,9,35,22,26,1002,NW,9.83,0,0
2011-7-30,10,38,22,27,1002,NW,12.96,0,0
2011-7-30,11,35,22,28,1002,NW,16.09,0,0
2011-7-30,12,18,22,29,1001,NW,19.22,0,0
2011-7-30,13,33,23,30,1001,cv,1.79,0,0
2011-7-30,14,30,21,31,1000,cv,2.68,0,0
2011-7-30,15,37,22,31,1000,cv,3.57,0,0
2011-7-30,16,51,22,31,1000,SE,1.79,0,0
2011-7-30,17,54,23,31,999,SE,3.58,0,0
2011-7-30,18,48,23,30,999,SE,6.71,0,0
2011-7-30,19,44,23,28,1000,SE,10.73,0,0
2011-7-30,20,56,23,27,1000,SE,13.86,0,0
2011-7-30,21,57,23,27,1001,SE,17.88,0,0
2011-7-30,22,62,23,26,1002,SE,21.01,0,0
2011-7-30,23,58,23,26,1002,SE,25.03,0,0
2011-7-31,0,61,23,25,1002,cv,0.89,0,0
2011-7-31,1,77,23,24,1003,SE,0.89,0,0
2011-7-31,2,78,24,24,1003,NE,0.89,0,0
2011-7-31,3,86,23,24,1003,NE,1.78,0,0
2011-7-31,4,102,22,23,1003,NE,2.67,0,0
2011-7-31,5,87,23,23,1003,NE,3.56,0,0
2011-7-31,6,72,23,23,1003,NW,3.13,0,0
2011-7-31,7,73,23,25,1003,NW,6.26,0,0
2011-7-31,8,59,23,26,1004,NW,10.28,0,0
2011-7-31,9,64,23,27,1004,NW,14.3,0,0
2011-7-31,10,51,23,29,1004,NW,17.43,0,0
2011-7-31,11,29,22,30,1004,NW,19.22,0,0
2011-7-31,12,38,20,32,1003,NE,1.79,0,0
2011-7-31,13,46,22,32,1003,NE,3.58,0,0
2011-7-31,14,37,21,33,1003,NE,5.37,0,0
2011-7-31,15,20,20,34,1002,NE,6.26,0,0
2011-7-31,16,41,19,35,1002,cv,1.79,0,0
2011-7-31,17,47,23,33,1002,SE,3.13,0,0
2011-7-31,18,82,23,31,1002,SE,4.92,0,0
2011-7-31,19,88,23,31,1002,SE,8.05,0,0
2011-7-31,20,104,24,29,1003,SE,12.07,0,0
2011-7-31,21,NA,24,29,1003,SE,15.2,0,0
2011-7-31,22,NA,25,28,1003,SE,18.33,0,0
2011-7-31,23,NA,24,26,1003,cv,0.89,0,0
2011-8-1,0,NA,25,25,1004,cv,1.78,0,0
2011-8-1,1,NA,24,25,1004,SE,1.79,0,0
2011-8-1,2,NA,24,25,1004,NE,0.89,0,0
2011-8-1,3,NA,23,24,1004,cv,0.89,0,0
2011-8-1,4,NA,23,24,1004,cv,1.78,0,0
2011-8-1,5,NA,23,24,1004,NW,0.89,0,0
2011-8-1,6,NA,24,24,1004,NE,1.79,0,0
2011-8-1,7,NA,24,26,1004,cv,0.89,0,0
2011-8-1,8,NA,25,26,1005,cv,1.78,0,0
2011-8-1,9,NA,25,27,1005,cv,2.67,0,0
2011-8-1,10,NA,26,28,1005,SE,1.79,0,0
2011-8-1,11,NA,26,29,1005,SE,3.58,0,0
2011-8-1,12,NA,27,30,1005,SE,5.37,0,0
2011-8-1,13,NA,26,31,1004,SE,7.16,0,0
2011-8-1,14,NA,27,33,1004,SE,10.29,0,0
2011-8-1,15,NA,26,33,1003,SE,12.08,0,0
2011-8-1,16,NA,27,33,1003,SE,15.21,0,0
2011-8-1,17,NA,25,32,1003,SE,18.34,0,0
2011-8-1,18,NA,26,31,1004,SE,21.47,0,0
2011-8-1,19,NA,24,30,1004,SE,24.6,0,0
2011-8-1,20,NA,26,29,1004,SE,26.39,0,0
2011-8-1,21,NA,26,28,1005,SE,28.18,0,0
2011-8-1,22,NA,26,28,1005,cv,0.89,0,0
2011-8-1,23,NA,26,27,1006,SE,0.89,0,0
2011-8-2,0,NA,26,27,1006,SE,2.68,0,0
2011-8-2,1,NA,25,26,1006,SE,4.47,0,0
2011-8-2,2,NA,25,26,1006,SE,6.26,0,0
2011-8-2,3,NA,25,26,1006,SE,7.15,0,0
2011-8-2,4,NA,24,25,1006,SE,8.94,0,0
2011-8-2,5,NA,23,25,1007,cv,0.89,0,0
2011-8-2,6,NA,22,24,1007,SE,1.79,0,0
